id_cliente,nome_cliente,cpf,cidade,estado,canal_preferencial,data_cadastro
610,Mariana Almeida Nascimento,910.132.438-20,Brasília,DF,Loja Física,2023-04-25
611,Natan Oliveira Fernandes,581.285.296-42,Porto Alegre,RS,Indicação,2023-01-26
612,Mateus Pereira Martins,889.553.353-14,Rio de Janeiro,RJ,Loja Física,2025-08-01
613,Thiago Dias Alves,584.498.797-49,Rio de Janeiro,RJ,Redes Sociais,2023-11-21
614,Aline Fernandes Soares,225.359.592-91,São Paulo,SP,Redes Sociais,2024-02-11
615,Bruno Dias Alves,215.341.748-65,Salvador,BA,Redes Sociais,2023-01-31
616,Isabela Vieira Souza,505.908.348-11,Belo Horizonte,MG,E-commerce,2025-08-31
617,Eduarda Ribeiro Oliveira,354.261.611-21,Campinas,SP,Redes Sociais,2023-05-03
618,Mariana Rocha Rodrigues,818.649.910-23,São Paulo,SP,Loja Física,2025-09-26
619,Lucas Fernandes Rocha,874.455.924-66,Curitiba,PR,Loja Física,2023-02-13
620,Mariana Andrade Rodrigues,356.140.596-66,Recife,PE,Redes Sociais,2025-09-30
621,Gabriel Ferreira Fernandes,456.431.849-69,Curitiba,PR,Redes Sociais,2023-11-25
622,Thiago Rodrigues Almeida,402.939.369-79,Rio de Janeiro,RJ,Redes Sociais,2025-07-18
623,Rodrigo Soares Martins,851.289.119-89,São Paulo,SP,Redes Sociais,2024-05-04
624,Aline Oliveira Dias,651.938.496-34,Salvador,BA,Indicação,2023-11-12
625,João Costa Carvalho,756.429.213-22,Campinas,SP,E-commerce,2023-03-31
626,Felipe Santos Alves,209.597.296-22,Belo Horizonte,MG,E-commerce,2025-03-06
627,Thiago Barbosa Nascimento,704.362.150-56,Brasília,DF,Loja Física,2023-05-26
628,Gabriela Rocha Lopes,952.181.579-91,São Paulo,SP,E-commerce,2025-01-09
629,Aline Carvalho Ribeiro,913.825.159-88,Goiânia,GO,Redes Sociais,2025-12-19
630,Aline Oliveira Gomes,179.321.631-22,São Paulo,SP,E-commerce,2024-04-18
631,Natan Alves Alves,638.772.354-82,Goiânia,GO,Loja Física,2025-04-30
632,Rodrigo Vieira Ribeiro,790.569.819-95,Rio de Janeiro,RJ,Indicação,2023-08-02
633,Felipe Fernandes Martins,616.445.773-30,Belo Horizonte,MG,Indicação,2024-12-22
634,Vanessa Costa Ribeiro,522.882.748-65,Salvador,BA,Redes Sociais,2024-05-07
635,Vanessa Alves Martins,884.663.862-42,Campinas,SP,Redes Sociais,2025-07-15
636,Natan Silva Andrade,135.391.710-12,Brasília,DF,Loja Física,2024-09-10
637,João Pereira Alves,976.422.122-98,São Paulo,SP,Redes Sociais,2025-11-13
638,Gabriel Vieira Rodrigues,196.138.571-55,Goiânia,GO,Loja Física,2023-10-11
639,Mariana Vieira Pereira,338.362.930-48,Porto Alegre,RS,E-commerce,2025-03-29
640,Gabriela Andrade Oliveira,840.432.911-71,Campinas,SP,Loja Física,2025-09-26
641,Diego Barbosa Rocha,407.138.848-83,Campinas,SP,Indicação,2023-06-10
642,Lucas Ribeiro Carvalho,526.988.223-39,São Paulo,SP,E-commerce,2025-02-22
643,João Soares Santos,426.652.678-29,São Paulo,SP,Redes Sociais,2025-10-25
644,Eduarda Santos Dias,849.502.556-86,Curitiba,PR,E-commerce,2024-03-30
645,João Martins Rodrigues,235.444.184-70,Recife,PE,E-commerce,2025-03-28
646,Carla Martins Soares,544.892.814-26,Porto Alegre,RS,Loja Física,2025-09-11
647,Gabriela Lopes Martins,767.685.300-81,Goiânia,GO,Loja Física,2024-05-11
648,Isabela Carvalho Costa,801.689.191-24,Rio de Janeiro,RJ,Indicação,2025-05-17
649,Mariana Alves Costa,452.708.771-13,Salvador,BA,Redes Sociais,2023-12-13
650,Camila Almeida Barbosa,249.551.145-39,Salvador,BA,Loja Física,2025-02-04
651,Aline Oliveira Souza,857.155.348-89,Belo Horizonte,MG,Loja Física,2024-08-12
652,Lucas Nascimento Souza,412.560.582-12,São Paulo,SP,Redes Sociais,2024-03-04
653,Gabriela Alves Fernandes,635.868.364-80,Goiânia,GO,Indicação,2023-10-17
654,Natan Vieira Dias,639.144.361-31,São Paulo,SP,E-commerce,2024-08-04
655,Mateus Barbosa Lima,154.576.770-11,Curitiba,PR,E-commerce,2025-03-06
656,Juliana Dias Ribeiro,985.210.119-47,Porto Alegre,RS,Indicação,2024-04-18
657,Thiago Nascimento Souza,423.596.987-86,Recife,PE,E-commerce,2024-01-17
658,Thiago Almeida Fernandes,829.122.140-41,Curitiba,PR,Redes Sociais,2024-11-14
659,Natan Andrade Ferreira,118.455.800-55,Brasília,DF,Redes Sociais,2024-09-11
660,Thiago Lima Santos,740.363.999-59,Curitiba,PR,E-commerce,2024-07-27
661,Eduarda Costa Martins,772.240.189-58,Curitiba,PR,Loja Física,2025-05-04
662,Gabriel Rodrigues Carvalho,419.719.437-67,Curitiba,PR,Loja Física,2024-02-28
663,Gabriel Fernandes Dias,919.307.983-27,Belo Horizonte,MG,Redes Sociais,2025-12-08
664,Patricia Rodrigues Rocha,678.261.425-18,Belo Horizonte,MG,E-commerce,2024-01-13
665,Eduarda Andrade Silva,883.426.523-62,Salvador,BA,Redes Sociais,2025-06-26
666,Eduarda Alves Souza,234.289.126-88,Porto Alegre,RS,Redes Sociais,2024-04-17
667,Henrique Pereira Dias,126.467.181-98,Campinas,SP,Indicação,2023-10-02
668,Camila Lopes Nascimento,765.482.288-59,Goiânia,GO,Indicação,2025-08-28
669,Felipe Alves Pereira,133.518.882-11,Belo Horizonte,MG,Redes Sociais,2025-04-25
670,Aline Dias Alves,875.309.167-32,Curitiba,PR,Indicação,2025-09-30
671,Rafael Pereira Carvalho,514.894.142-87,Salvador,BA,Indicação,2024-10-02
672,Camila Andrade Vieira,708.649.637-92,Recife,PE,E-commerce,2025-12-02
673,Rafael Almeida Santos,998.351.631-78,Rio de Janeiro,RJ,Indicação,2023-03-22
674,Natan Soares Rocha,150.294.398-66,Goiânia,GO,Indicação,2024-09-15
675,Rafael Ferreira Carvalho,401.727.155-98,Porto Alegre,RS,Loja Física,2025-08-07
676,Carla Andrade Soares,215.284.897-84,Brasília,DF,Loja Física,2025-03-16
677,Lucas Almeida Silva,283.564.704-35,Recife,PE,Indicação,2023-07-04
678,Lucas Nascimento Rocha,828.915.267-25,Porto Alegre,RS,E-commerce,2023-08-22
679,Rodrigo Ribeiro Oliveira,636.824.493-75,Brasília,DF,Loja Física,2025-02-14
680,Natan Santos Ferreira,443.679.992-94,Goiânia,GO,Loja Física,2023-11-29
681,Felipe Nascimento Santos,529.415.416-67,Belo Horizonte,MG,Redes Sociais,2024-01-06
682,Eduarda Alves Silva,737.883.359-11,Rio de Janeiro,RJ,Indicação,2025-10-16
683,Vanessa Silva Barbosa,605.343.322-85,Brasília,DF,Indicação,2025-07-18
684,Rafael Oliveira Barbosa,714.106.350-80,Recife,PE,Redes Sociais,2024-03-01
685,Felipe Rodrigues Santos,768.457.137-28,São Paulo,SP,E-commerce,2024-09-03
686,Carla Santos Souza,526.282.265-96,Salvador,BA,Redes Sociais,2023-12-30
687,Aline Vieira Ribeiro,136.195.886-48,Brasília,DF,Redes Sociais,2025-01-24
688,Carla Carvalho Fernandes,166.399.582-27,Recife,PE,E-commerce,2024-07-16
689,Thiago Carvalho Soares,314.812.314-88,Salvador,BA,E-commerce,2023-08-12
690,Aline Rocha Soares,189.595.841-98,Campinas,SP,Redes Sociais,2025-05-24
691,Lucas Lima Soares,688.738.462-26,Campinas,SP,Indicação,2025-11-30
692,Sofia Ferreira Barbosa,338.825.397-34,Brasília,DF,E-commerce,2023-08-31
693,Rafael Rocha Souza,855.968.312-88,São Paulo,SP,Indicação,2025-04-27
694,Lucas Ribeiro Fernandes,925.752.317-11,São Paulo,SP,Loja Física,2024-07-30
695,Carla Gomes Gomes,618.663.431-10,Porto Alegre,RS,E-commerce,2024-11-13
696,Natan Andrade Vieira,730.129.952-32,Salvador,BA,Loja Física,2024-11-07
697,Juliana Lopes Lopes,916.136.761-27,Salvador,BA,Indicação,2023-11-15
698,Vanessa Costa Almeida,902.933.523-17,Brasília,DF,Redes Sociais,2024-10-08
699,Vanessa Silva Alves,691.801.439-55,Goiânia,GO,E-commerce,2023-11-02
700,Ana Costa Martins,741.647.962-31,Porto Alegre,RS,Indicação,2024-01-19
701,Diego Gomes Nascimento,978.422.826-14,Campinas,SP,Redes Sociais,2025-04-27
702,Sofia Pereira Ribeiro,562.949.409-37,Rio de Janeiro,RJ,Redes Sociais,2023-12-25
703,Mariana Santos Alves,194.554.618-13,Rio de Janeiro,RJ,Indicação,2025-10-21
704,Gabriela Costa Lopes,850.994.636-49,Belo Horizonte,MG,Redes Sociais,2023-10-21
705,Thiago Dias Rodrigues,310.841.137-68,Rio de Janeiro,RJ,Indicação,2025-12-05
706,Ana Gomes Santos,803.968.708-21,Rio de Janeiro,RJ,Redes Sociais,2025-08-14
707,Diego Soares Dias,863.419.123-83,São Paulo,SP,Redes Sociais,2024-03-05
708,Gabriela Alves Gomes,383.645.426-66,Salvador,BA,E-commerce,2024-07-12
709,Felipe Lima Souza,115.737.673-75,Belo Horizonte,MG,E-commerce,2024-02-28
710,Mariana Fernandes Costa,377.244.821-46,Goiânia,GO,Loja Física,2023-12-17
711,João Barbosa Costa,653.554.151-26,Rio de Janeiro,RJ,E-commerce,2025-08-22
712,Diego Martins Santos,188.536.501-32,São Paulo,SP,Indicação,2024-12-29
713,Lucas Alves Nascimento,876.786.928-78,Porto Alegre,RS,E-commerce,2025-08-11
714,Eduarda Oliveira Nascimento,579.199.566-49,Campinas,SP,Indicação,2025-08-21
715,Henrique Rodrigues Barbosa,364.472.501-33,Curitiba,PR,Redes Sociais,2024-10-27
716,Sofia Silva Oliveira,586.215.459-71,Brasília,DF,Indicação,2023-12-16
717,Mariana Barbosa Vieira,230.620.205-61,Porto Alegre,RS,E-commerce,2024-10-29
718,Rodrigo Oliveira Gomes,645.572.510-85,Goiânia,GO,Indicação,2024-05-03
719,Henrique Fernandes Ferreira,593.493.167-53,Campinas,SP,Loja Física,2025-06-01
720,Gabriel Costa Fernandes,810.341.277-94,Recife,PE,E-commerce,2025-09-23
721,Gabriel Barbosa Almeida,433.668.199-66,Rio de Janeiro,RJ,Loja Física,2024-09-22
722,Carla Barbosa Souza,801.933.710-58,Recife,PE,Redes Sociais,2025-10-09
723,Carla Alves Rodrigues,694.873.751-10,São Paulo,SP,Loja Física,2023-11-02
724,Vanessa Gomes Martins,730.691.557-35,Brasília,DF,Loja Física,2024-10-10
725,Gabriel Dias Gomes,545.835.452-21,Porto Alegre,RS,E-commerce,2025-11-11
726,Eduarda Gomes Santos,478.662.154-10,Recife,PE,Redes Sociais,2023-08-13
727,Ana Pereira Carvalho,819.704.503-90,Porto Alegre,RS,Redes Sociais,2025-02-22
728,Natan Carvalho Fernandes,316.778.277-70,Recife,PE,Loja Física,2024-01-21
729,Natan Ribeiro Carvalho,257.395.993-95,Goiânia,GO,Loja Física,2023-10-03
730,Carla Rocha Silva,247.838.598-94,São Paulo,SP,Indicação,2023-10-06
731,Eduarda Rocha Carvalho,980.566.907-99,Rio de Janeiro,RJ,Indicação,2024-01-04
732,Thiago Carvalho Fernandes,939.560.493-55,Brasília,DF,Loja Física,2024-01-16
733,Camila Silva Vieira,610.967.848-40,Recife,PE,Redes Sociais,2025-04-21
734,Gabriel Ribeiro Santos,138.681.594-57,Goiânia,GO,E-commerce,2025-09-13
735,Eduarda Andrade Andrade,639.979.868-45,Rio de Janeiro,RJ,Indicação,2025-11-24
736,Thiago Barbosa Oliveira,351.583.745-94,Rio de Janeiro,RJ,E-commerce,2024-10-01
737,Bruno Costa Fernandes,897.111.580-68,Campinas,SP,Indicação,2024-11-09
738,Mariana Gomes Gomes,271.136.811-86,Recife,PE,Redes Sociais,2024-06-17
739,Rodrigo Lopes Vieira,273.686.152-94,São Paulo,SP,Redes Sociais,2023-02-25
740,Sofia Oliveira Rodrigues,617.178.971-45,Porto Alegre,RS,Redes Sociais,2023-09-29
741,Isabela Lima Lima,114.859.214-87,Campinas,SP,Loja Física,2023-11-06
742,Mariana Ferreira Lima,901.817.341-72,Brasília,DF,Loja Física,2025-12-16
743,Lucas Oliveira Rodrigues,709.941.257-73,São Paulo,SP,Indicação,2025-02-23
744,Juliana Almeida Andrade,752.271.315-83,Curitiba,PR,Redes Sociais,2023-04-22
745,Diego Santos Ferreira,575.508.587-48,Porto Alegre,RS,Indicação,2025-12-26
746,Natan Dias Nascimento,499.585.368-28,Curitiba,PR,Indicação,2023-01-25
747,Rafael Martins Dias,423.642.799-15,Porto Alegre,RS,E-commerce,2025-12-24
748,Patricia Barbosa Rocha,978.379.443-44,Salvador,BA,Redes Sociais,2023-07-21
749,Rodrigo Vieira Martins,572.891.791-40,Porto Alegre,RS,Loja Física,2025-11-30
750,Juliana Nascimento Ferreira,420.660.110-96,Salvador,BA,E-commerce,2023-05-20
751,Patricia Souza Soares,206.801.556-54,São Paulo,SP,Loja Física,2024-08-03
752,Gabriela Santos Silva,734.194.158-86,Porto Alegre,RS,Loja Física,2023-09-07
753,Carla Barbosa Rodrigues,484.772.882-92,Rio de Janeiro,RJ,Loja Física,2023-08-16
754,Isabela Gomes Almeida,776.177.754-68,Belo Horizonte,MG,Redes Sociais,2025-05-24
755,Isabela Ferreira Oliveira,383.895.163-58,Salvador,BA,Indicação,2024-11-12
756,Isabela Lima Ferreira,551.171.603-35,São Paulo,SP,Indicação,2024-01-01
757,Diego Rodrigues Fernandes,887.541.323-88,Brasília,DF,E-commerce,2025-06-23
758,Diego Santos Oliveira,172.685.845-42,Porto Alegre,RS,Indicação,2023-02-08
759,Eduarda Rocha Rocha,100.138.780-59,Brasília,DF,Redes Sociais,2023-11-07
760,Natan Vieira Silva,627.824.889-72,Salvador,BA,Indicação,2025-06-12
761,Aline Oliveira Fernandes,331.103.493-98,Recife,PE,Indicação,2023-09-06
762,Vanessa Ribeiro Costa,798.410.510-17,Campinas,SP,E-commerce,2025-01-18
763,Lucas Oliveira Almeida,878.884.396-92,Goiânia,GO,Loja Física,2023-12-28
764,Bruno Martins Dias,295.406.812-59,Goiânia,GO,E-commerce,2025-01-05
765,Carla Rocha Almeida,852.294.243-14,Brasília,DF,Loja Física,2023-02-21
766,Henrique Lopes Martins,164.911.653-92,Campinas,SP,Redes Sociais,2025-10-20
767,Rafael Silva Santos,447.157.445-15,Goiânia,GO,Indicação,2023-08-31
768,Rodrigo Dias Soares,569.794.991-78,Curitiba,PR,Loja Física,2024-04-22
769,Bruno Andrade Rodrigues,600.769.119-70,Rio de Janeiro,RJ,E-commerce,2024-05-12
770,Ana Ferreira Rocha,151.414.940-22,Belo Horizonte,MG,Indicação,2023-12-16
771,Carla Souza Souza,609.709.918-88,Campinas,SP,Loja Física,2023-05-10
772,Patricia Costa Andrade,794.511.432-25,Curitiba,PR,Loja Física,2024-10-20
773,Bruno Vieira Ferreira,443.164.223-45,Curitiba,PR,Loja Física,2025-04-30
774,Mateus Ribeiro Fernandes,268.549.349-84,Belo Horizonte,MG,E-commerce,2023-10-01
775,Rodrigo Barbosa Martins,896.261.116-72,Rio de Janeiro,RJ,E-commerce,2023-01-14
776,Felipe Oliveira Nascimento,767.707.390-63,São Paulo,SP,Indicação,2023-09-17
777,Eduarda Rocha Lima,635.561.521-40,Curitiba,PR,Loja Física,2023-03-19
778,Felipe Nascimento Lopes,726.190.742-48,Campinas,SP,Redes Sociais,2025-05-07
779,Vanessa Pereira Alves,220.642.197-89,São Paulo,SP,Redes Sociais,2025-11-05
780,Rafael Rocha Dias,313.383.154-34,Curitiba,PR,E-commerce,2023-11-02
781,Sofia Ferreira Ferreira,786.144.155-92,Brasília,DF,Redes Sociais,2024-08-06
782,Patricia Lima Costa,731.924.876-68,Curitiba,PR,E-commerce,2023-08-02
783,Vanessa Ferreira Ferreira,904.129.596-75,São Paulo,SP,E-commerce,2023-05-26
784,Aline Almeida Vieira,693.433.529-35,Curitiba,PR,Redes Sociais,2024-04-16
785,Lucas Pereira Souza,342.855.522-35,Rio de Janeiro,RJ,Indicação,2024-03-27
786,Sofia Vieira Lopes,155.546.248-37,Rio de Janeiro,RJ,Indicação,2023-12-31
787,Mariana Rodrigues Almeida,837.298.747-55,Recife,PE,Redes Sociais,2024-02-19
788,Eduarda Santos Nascimento,682.161.387-27,Salvador,BA,E-commerce,2025-08-11
789,Patricia Ferreira Costa,325.402.718-30,Brasília,DF,Loja Física,2024-04-15
790,Patricia Soares Lopes,982.321.705-70,Rio de Janeiro,RJ,Indicação,2024-07-25
791,Aline Carvalho Andrade,993.352.353-51,São Paulo,SP,Indicação,2024-03-31
792,Eduarda Vieira Silva,527.145.141-70,Campinas,SP,E-commerce,2025-05-21
793,Natan Lopes Nascimento,941.200.563-73,Goiânia,GO,Loja Física,2023-06-20
794,Ana Nascimento Andrade,516.323.235-55,Goiânia,GO,Redes Sociais,2024-05-04
795,Ana Lopes Dias,412.265.820-68,Rio de Janeiro,RJ,E-commerce,2025-07-20
796,Eduarda Nascimento Martins,289.908.992-57,Brasília,DF,Indicação,2023-01-03
797,Natan Nascimento Costa,643.133.403-64,Rio de Janeiro,RJ,Redes Sociais,2024-02-29
798,Camila Costa Andrade,156.627.790-56,Rio de Janeiro,RJ,E-commerce,2023-08-16
799,Mariana Almeida Barbosa,141.474.475-32,Recife,PE,E-commerce,2024-02-24
800,Lucas Pereira Fernandes,216.764.589-84,Belo Horizonte,MG,Loja Física,2024-04-06
801,Mariana Lima Soares,796.533.383-16,Salvador,BA,E-commerce,2025-02-02
802,Rafael Lopes Soares,639.949.225-70,Salvador,BA,Redes Sociais,2025-07-14
803,Mariana Dias Nascimento,928.167.292-68,Campinas,SP,E-commerce,2023-06-14
804,Felipe Gomes Oliveira,211.268.382-24,Recife,PE,Loja Física,2025-10-13
805,Gabriela Soares Rocha,123.400.526-97,Belo Horizonte,MG,Loja Física,2025-08-28
806,Patricia Almeida Andrade,760.121.398-34,Salvador,BA,E-commerce,2023-02-15
807,Thiago Rocha Costa,521.692.451-93,Curitiba,PR,Redes Sociais,2025-09-22
808,Juliana Nascimento Soares,962.661.555-68,Campinas,SP,Redes Sociais,2023-09-28
809,Felipe Lima Pereira,595.480.395-16,Porto Alegre,RS,Loja Física,2024-12-24
810,Rafael Ferreira Barbosa,264.828.648-46,Porto Alegre,RS,Loja Física,2023-12-26
811,Felipe Pereira Souza,142.424.688-26,Belo Horizonte,MG,Indicação,2024-06-17
812,Felipe Alves Fernandes,824.135.781-50,Salvador,BA,Redes Sociais,2023-10-30
813,Rafael Fernandes Ferreira,646.408.224-13,Salvador,BA,Indicação,2025-10-19
814,Rafael Costa Rodrigues,104.856.659-74,Belo Horizonte,MG,Redes Sociais,2024-08-28
815,João Vieira Dias,250.918.678-66,Brasília,DF,Redes Sociais,2023-08-19
816,Bruno Rodrigues Dias,664.219.415-13,Brasília,DF,Indicação,2024-03-27
817,Mariana Oliveira Costa,156.722.756-34,Brasília,DF,Loja Física,2024-07-23
818,Ana Oliveira Fernandes,969.556.793-95,Curitiba,PR,E-commerce,2025-11-14
819,Gabriela Lopes Costa,717.719.623-17,Recife,PE,Redes Sociais,2025-03-25
820,Mateus Carvalho Ribeiro,495.481.112-46,Belo Horizonte,MG,Redes Sociais,2024-12-20
821,Rafael Fernandes Oliveira,320.845.554-63,Porto Alegre,RS,Indicação,2024-08-14
822,Aline Carvalho Andrade,524.242.955-85,Belo Horizonte,MG,E-commerce,2023-10-22
823,João Lopes Soares,443.167.704-58,Curitiba,PR,E-commerce,2023-01-14
824,Rodrigo Lima Carvalho,279.669.573-82,Recife,PE,Loja Física,2024-02-13
825,Natan Gomes Fernandes,602.143.942-48,Belo Horizonte,MG,Redes Sociais,2025-10-08
826,Aline Almeida Pereira,127.910.102-29,Goiânia,GO,Redes Sociais,2024-09-06
827,Diego Rocha Dias,394.527.283-72,Brasília,DF,Loja Física,2023-02-28
828,Isabela Lopes Oliveira,713.863.470-84,Rio de Janeiro,RJ,Indicação,2025-06-12
829,Rodrigo Dias Lopes,810.937.222-57,Porto Alegre,RS,E-commerce,2024-06-15
830,Gabriel Santos Rodrigues,427.572.999-98,Belo Horizonte,MG,Loja Física,2025-01-01
831,Bruno Lima Ribeiro,529.751.464-16,Belo Horizonte,MG,Redes Sociais,2024-08-20
832,Rodrigo Oliveira Soares,298.884.743-33,Goiânia,GO,E-commerce,2023-12-09
833,Lucas Costa Dias,919.408.377-97,Goiânia,GO,Redes Sociais,2023-07-16
834,Gabriel Ribeiro Rodrigues,113.240.630-46,Goiânia,GO,Redes Sociais,2025-09-20
835,Lucas Ferreira Souza,323.258.615-38,Recife,PE,Loja Física,2025-12-12
836,Mateus Fernandes Nascimento,874.921.216-63,Goiânia,GO,Indicação,2023-06-06
837,Eduarda Silva Lopes,456.419.807-56,Rio de Janeiro,RJ,Loja Física,2025-06-24
838,Thiago Costa Ferreira,826.411.129-25,Campinas,SP,Loja Física,2023-09-21
839,Mateus Pereira Gomes,228.314.233-20,Belo Horizonte,MG,Indicação,2023-08-17
840,Ana Lopes Carvalho,143.301.210-14,Rio de Janeiro,RJ,E-commerce,2025-08-18
841,Isabela Santos Oliveira,408.783.110-22,Rio de Janeiro,RJ,E-commerce,2024-02-25
842,Gabriela Ferreira Dias,459.129.192-28,Campinas,SP,Redes Sociais,2024-12-13
843,Felipe Soares Andrade,727.347.617-82,Salvador,BA,E-commerce,2023-07-22
844,Ana Soares Alves,832.296.388-31,Campinas,SP,E-commerce,2023-07-22
845,Thiago Nascimento Lopes,475.814.703-33,Curitiba,PR,Indicação,2023-08-08
846,Mariana Martins Carvalho,319.626.333-62,Belo Horizonte,MG,E-commerce,2024-10-05
847,Rafael Souza Soares,239.607.880-56,Rio de Janeiro,RJ,Redes Sociais,2023-03-25
848,Lucas Lopes Souza,494.390.567-86,Rio de Janeiro,RJ,Redes Sociais,2025-06-28
849,Vanessa Carvalho Gomes,975.538.293-18,Curitiba,PR,Indicação,2025-01-22
850,Ana Dias Lopes,788.207.505-66,Belo Horizonte,MG,E-commerce,2023-09-02
851,Natan Martins Nascimento,704.204.859-31,Belo Horizonte,MG,E-commerce,2025-01-14
852,Lucas Alves Barbosa,964.513.225-39,Curitiba,PR,Indicação,2025-10-19
853,Mateus Vieira Vieira,379.874.908-92,Porto Alegre,RS,Indicação,2024-12-30
854,Juliana Barbosa Martins,596.623.385-28,Brasília,DF,Indicação,2023-08-10
855,Isabela Lopes Lopes,336.743.237-13,Rio de Janeiro,RJ,E-commerce,2023-04-19
856,Sofia Dias Silva,283.491.719-96,Rio de Janeiro,RJ,Redes Sociais,2023-11-09
857,Camila Barbosa Souza,878.178.776-76,Porto Alegre,RS,Indicação,2025-08-12
858,João Dias Lopes,602.616.367-79,Curitiba,PR,Redes Sociais,2023-02-06
859,Patricia Souza Martins,560.422.973-58,São Paulo,SP,Indicação,2025-07-30
860,Bruno Ferreira Fernandes,775.981.898-48,São Paulo,SP,Loja Física,2025-10-03
861,Eduarda Gomes Nascimento,498.599.882-24,Recife,PE,Indicação,2025-08-20
862,Vanessa Ferreira Soares,157.500.369-73,Brasília,DF,Indicação,2024-12-23
863,Lucas Santos Silva,704.146.231-56,Porto Alegre,RS,Redes Sociais,2023-02-25
864,Natan Souza Carvalho,453.465.521-54,Salvador,BA,E-commerce,2024-05-15
865,Henrique Rocha Gomes,706.186.804-18,Curitiba,PR,Redes Sociais,2023-08-23
866,Felipe Silva Fernandes,433.138.571-94,Salvador,BA,Indicação,2025-11-20
867,Isabela Silva Nascimento,580.702.122-50,Recife,PE,Indicação,2025-03-10
868,Gabriel Souza Lopes,202.807.791-36,Salvador,BA,Redes Sociais,2025-10-14
869,Juliana Costa Ferreira,729.406.472-65,Goiânia,GO,Loja Física,2025-10-14
870,Vanessa Alves Gomes,371.148.404-83,Rio de Janeiro,RJ,Indicação,2024-04-07
871,Aline Oliveira Nascimento,964.692.197-85,Campinas,SP,Redes Sociais,2024-07-13
872,Gabriel Soares Lopes,537.314.455-19,Rio de Janeiro,RJ,Redes Sociais,2025-10-30
873,Patricia Dias Fernandes,420.304.524-61,Porto Alegre,RS,Redes Sociais,2025-11-21
874,Juliana Fernandes Ferreira,119.742.820-76,Brasília,DF,Loja Física,2025-10-19
875,Juliana Andrade Almeida,374.753.645-88,Curitiba,PR,Indicação,2023-05-03
876,Gabriela Ribeiro Almeida,251.346.254-97,Goiânia,GO,Redes Sociais,2025-06-10
877,Lucas Oliveira Rocha,308.966.522-44,Recife,PE,Redes Sociais,2023-11-25
878,Juliana Barbosa Pereira,515.344.216-29,Porto Alegre,RS,Loja Física,2023-02-26
879,João Almeida Lopes,673.546.532-92,Curitiba,PR,E-commerce,2024-02-18
880,Isabela Rodrigues Silva,364.908.922-45,Belo Horizonte,MG,Loja Física,2023-03-28
881,Ana Santos Oliveira,421.716.405-18,Brasília,DF,Indicação,2025-01-14
882,Natan Andrade Rodrigues,341.214.684-74,Rio de Janeiro,RJ,E-commerce,2025-12-04
883,Thiago Lima Lopes,192.343.714-25,Campinas,SP,Redes Sociais,2024-11-05
884,Aline Martins Andrade,861.341.533-37,Campinas,SP,Loja Física,2023-08-07
885,Gabriela Lima Almeida,518.360.983-85,Belo Horizonte,MG,E-commerce,2025-10-01
886,Mariana Nascimento Souza,424.658.533-70,Goiânia,GO,Loja Física,2024-07-22
887,Mariana Lopes Nascimento,476.941.415-12,Belo Horizonte,MG,E-commerce,2023-04-22
888,Isabela Fernandes Martins,416.754.817-56,Curitiba,PR,E-commerce,2025-12-31
889,Rafael Martins Silva,502.361.408-21,Curitiba,PR,Loja Física,2024-09-01
890,Felipe Almeida Rocha,424.931.885-92,Curitiba,PR,Indicação,2023-03-11
891,Carla Lopes Lopes,854.522.961-52,Porto Alegre,RS,Indicação,2023-07-25
892,Mateus Lima Soares,167.460.530-87,Belo Horizonte,MG,Redes Sociais,2025-07-17
893,Bruno Rocha Rocha,288.745.554-92,São Paulo,SP,Loja Física,2023-01-07
894,Gabriela Rocha Gomes,421.689.184-24,Recife,PE,Loja Física,2024-05-26
895,Mateus Rocha Rodrigues,967.708.802-62,Goiânia,GO,Redes Sociais,2025-07-13
896,Aline Rodrigues Lima,277.803.707-51,Brasília,DF,Redes Sociais,2024-02-11
897,Patricia Ribeiro Ferreira,502.997.486-83,Rio de Janeiro,RJ,Loja Física,2023-02-12
898,Vanessa Rocha Barbosa,741.334.191-69,São Paulo,SP,Loja Física,2024-06-20
899,Bruno Martins Barbosa,539.714.366-29,Belo Horizonte,MG,E-commerce,2025-01-23
900,Gabriel Souza Silva,835.638.545-68,Belo Horizonte,MG,Indicação,2023-08-31
901,Mateus Alves Alves,982.932.900-44,Curitiba,PR,Redes Sociais,2025-10-09
902,Eduarda Carvalho Alves,714.320.943-46,Recife,PE,Loja Física,2025-05-06
903,Patricia Rodrigues Silva,397.368.341-89,Belo Horizonte,MG,Indicação,2024-05-23
904,Gabriel Dias Rocha,569.187.110-70,Salvador,BA,Loja Física,2024-10-24
905,Juliana Alves Nascimento,492.825.533-86,Recife,PE,Redes Sociais,2023-05-30
906,Vanessa Santos Santos,440.340.582-55,Rio de Janeiro,RJ,E-commerce,2023-01-11
907,Thiago Barbosa Martins,409.504.787-57,Porto Alegre,RS,Loja Física,2023-03-26
908,Felipe Lima Ferreira,615.604.447-69,Campinas,SP,Loja Física,2023-07-03
909,Mateus Soares Carvalho,245.366.219-50,Salvador,BA,E-commerce,2023-09-19
910,Isabela Andrade Ribeiro,540.389.997-43,Brasília,DF,Redes Sociais,2025-11-24
911,Patricia Ferreira Costa,854.603.882-29,Salvador,BA,Indicação,2023-04-19
